episode,total_reward,epsilon,success
310,31,0.0422849,1
311,81,0.0420734,1
312,81,0.0418631,1
313,81,0.0416538,1
314,81,0.0414455,1
315,-119,0.0412383,1
316,81,0.0410321,1
317,31,0.0408269,1
318,81,0.0406228,1
319,81,0.0404197,1
320,29,0.0402176,1
321,81,0.0400165,1
322,-19,0.0398164,1
323,29,0.0396173,1
324,81,0.0394192,1
325,81,0.0392221,1
326,81,0.039026,1
327,81,0.0388309,1
328,81,0.0386367,1
329,79,0.0384436,1
330,31,0.0382513,1
331,31,0.0380601,1
332,-25,0.0378698,1
333,81,0.0376804,1
334,31,0.037492,1
335,81,0.0373046,1
336,81,0.037118,1
337,81,0.0369325,1
338,81,0.0367478,1
339,79,0.0365641,1
340,81,0.0363812,1
341,81,0.0361993,1
342,-19,0.0360183,1
343,31,0.0358382,1
344,29,0.0356591,1
345,31,0.0354808,1
346,81,0.0353034,1
347,31,0.0351268,1
348,31,0.0349512,1
349,81,0.0347764,1
350,81,0.0346026,1
351,81,0.0344295,1
352,81,0.0342574,1
353,81,0.0340861,1
354,81,0.0339157,1
355,81,0.0337461,1
356,81,0.0335774,1
357,81,0.0334095,1
358,31,0.0332424,1
359,81,0.0330762,1
360,79,0.0329108,1
361,31,0.0327463,1
362,29,0.0325826,1
363,31,0.0324196,1
364,31,0.0322576,1
365,79,0.0320963,1
366,81,0.0319358,1
367,79,0.0317761,1
368,81,0.0316172,1
369,81,0.0314591,1
370,81,0.0313018,1
371,77,0.0311453,1
372,29,0.0309896,1
373,81,0.0308347,1
374,81,0.0306805,1
375,81,0.0305271,1
376,79,0.0303744,1
377,81,0.0302226,1
378,81,0.0300715,1
379,81,0.0299211,1
380,81,0.0297715,1
381,31,0.0296226,1
382,81,0.0294745,1
383,81,0.0293272,1
384,79,0.0291805,1
385,81,0.0290346,1
386,29,0.0288894,1
387,81,0.028745,1
388,81,0.0286013,1
389,81,0.0284583,1
390,81,0.028316,1
391,81,0.0281744,1
392,81,0.0280335,1
393,81,0.0278934,1
394,29,0.0277539,1
395,79,0.0276151,1
396,81,0.027477,1
397,81,0.0273397,1
398,81,0.027203,1
399,81,0.0270669,1
400,81,0.0269316,1
401,81,0.026797,1
402,27,0.026663,1
403,81,0.0265297,1
404,81,0.026397,1
405,79,0.026265,1
406,81,0.0261337,1
407,81,0.026003,1
408,81,0.025873,1
409,81,0.0257436,1
410,81,0.0256149,1
411,31,0.0254869,1
412,81,0.0253594,1
413,81,0.0252326,1
414,81,0.0251065,1
415,81,0.0249809,1
416,79,0.024856,1
417,31,0.0247317,1
418,81,0.0246081,1
419,81,0.024485,1
420,81,0.0243626,1
421,81,0.0242408,1
422,81,0.0241196,1
423,81,0.023999,1
424,79,0.023879,1
425,31,0.0237596,1
426,31,0.0236408,1
427,31,0.0235226,1
428,81,0.023405,1
429,81,0.023288,1
430,81,0.0231715,1
431,81,0.0230557,1
432,81,0.0229404,1
433,81,0.0228257,1
434,79,0.0227116,1
435,81,0.022598,1
436,81,0.022485,1
437,81,0.0223726,1
438,81,0.0222607,1
439,81,0.0221494,1
440,81,0.0220387,1
441,75,0.0219285,1
442,81,0.0218188,1
443,81,0.0217097,1
444,81,0.0216012,1
445,81,0.0214932,1
446,31,0.0213857,1
447,31,0.0212788,1
448,81,0.0211724,1
449,79,0.0210665,1
450,81,0.0209612,1
451,81,0.0208564,1
452,31,0.0207521,1
453,81,0.0206484,1
454,81,0.0205451,1
455,81,0.0204424,1
456,81,0.0203402,1
457,81,0.0202385,1
458,81,0.0201373,1
459,81,0.0200366,1
460,31,0.0199364,1
461,81,0.0198367,1
462,31,0.0197376,1
463,81,0.0196389,1
464,81,0.0195407,1
465,81,0.019443,1
466,81,0.0193458,1
467,79,0.019249,1
468,81,0.0191528,1
469,81,0.019057,1
470,31,0.0189617,1
471,81,0.0188669,1
472,81,0.0187726,1
473,81,0.0186787,1
474,81,0.0185853,1
475,81,0.0184924,1
476,79,0.0183999,1
477,29,0.0183079,1
478,81,0.0182164,1
479,81,0.0181253,1
480,81,0.0180347,1
481,81,0.0179445,1
482,79,0.0178548,1
483,81,0.0177655,1
484,31,0.0176767,1
485,81,0.0175883,1
486,31,0.0175004,1
487,81,0.0174129,1
488,81,0.0173258,1
489,79,0.0172392,1
490,81,0.017153,1
491,79,0.0170672,1
492,79,0.0169819,1
493,81,0.016897,1
494,81,0.0168125,1
495,81,0.0167284,1
496,81,0.0166448,1
497,81,0.0165616,1
498,81,0.0164787,1
499,81,0.0163964,1
500,81,0.0163144,1
501,81,0.0162328,1
502,81,0.0161516,1
503,81,0.0160709,1
504,81,0.0159905,1
505,31,0.0159106,1
506,31,0.015831,1
507,81,0.0157519,1
508,-19,0.0156731,1
509,81,0.0155947,1
510,31,0.0155168,1
511,81,0.0154392,1
512,81,0.015362,1
513,81,0.0152852,1
514,81,0.0152087,1
515,31,0.0151327,1
516,79,0.015057,1
517,81,0.0149818,1
518,81,0.0149068,1
519,81,0.0148323,1
520,81,0.0147582,1
521,81,0.0146844,1
522,31,0.0146109,1
523,81,0.0145379,1
524,31,0.0144652,1
525,81,0.0143929,1
526,81,0.0143209,1
527,79,0.0142493,1
528,81,0.0141781,1
529,81,0.0141072,1
530,81,0.0140366,1
531,79,0.0139664,1
532,31,0.0138966,1
533,81,0.0138271,1
534,81,0.013758,1
535,81,0.0136892,1
536,81,0.0136208,1
537,81,0.0135527,1
538,81,0.0134849,1
539,81,0.0134175,1
540,81,0.0133504,1
541,81,0.0132836,1
542,81,0.0132172,1
543,81,0.0131511,1
544,81,0.0130854,1
545,81,0.0130199,1
546,81,0.0129548,1
547,81,0.0128901,1
548,81,0.0128256,1
549,81,0.0127615,1
550,81,0.0126977,1
551,81,0.0126342,1
552,81,0.012571,1
553,81,0.0125082,1
554,31,0.0124456,1
555,31,0.0123834,1
556,81,0.0123215,1
557,79,0.0122599,1
558,81,0.0121986,1
559,31,0.0121376,1
560,81,0.0120769,1
561,81,0.0120165,1
562,81,0.0119564,1
563,81,0.0118966,1
564,81,0.0118372,1
565,79,0.011778,1
566,81,0.0117191,1
567,81,0.0116605,1
568,81,0.0116022,1
569,81,0.0115442,1
570,79,0.0114865,1
571,81,0.011429,1
572,81,0.0113719,1
573,81,0.011315,1
574,31,0.0112584,1
575,81,0.0112022,1
576,81,0.0111461,1
577,81,0.0110904,1
578,29,0.011035,1
579,81,0.0109798,1
580,81,0.0109249,1
581,81,0.0108703,1
582,81,0.0108159,1
583,81,0.0107618,1
584,81,0.010708,1
585,81,0.0106545,1
586,81,0.0106012,1
587,81,0.0105482,1
588,81,0.0104955,1
589,81,0.010443,1
590,81,0.0103908,1
591,81,0.0103388,1
592,81,0.0102871,1
593,81,0.0102357,1
594,81,0.0101845,1
595,81,0.0101336,1
596,81,0.0100829,1
597,81,0.0100325,1
598,81,0.00998234,1
599,81,0.00998234,1
600,81,0.00998234,1
601,81,0.00998234,1
602,81,0.00998234,1
603,81,0.00998234,1
604,81,0.00998234,1
605,81,0.00998234,1
606,81,0.00998234,1
607,81,0.00998234,1
608,81,0.00998234,1
609,81,0.00998234,1
610,81,0.00998234,1
611,81,0.00998234,1
612,81,0.00998234,1
613,81,0.00998234,1
614,81,0.00998234,1
615,81,0.00998234,1
616,81,0.00998234,1
617,81,0.00998234,1
618,31,0.00998234,1
619,81,0.00998234,1
620,81,0.00998234,1
621,81,0.00998234,1
622,81,0.00998234,1
623,79,0.00998234,1
624,81,0.00998234,1
625,81,0.00998234,1
626,81,0.00998234,1
627,31,0.00998234,1
628,31,0.00998234,1
629,81,0.00998234,1
630,81,0.00998234,1
631,81,0.00998234,1
632,81,0.00998234,1
633,31,0.00998234,1
634,81,0.00998234,1
635,81,0.00998234,1
636,81,0.00998234,1
637,81,0.00998234,1
638,31,0.00998234,1
639,81,0.00998234,1
640,31,0.00998234,1
641,81,0.00998234,1
642,81,0.00998234,1
643,81,0.00998234,1
644,81,0.00998234,1
645,81,0.00998234,1
646,81,0.00998234,1
647,81,0.00998234,1
648,81,0.00998234,1
649,81,0.00998234,1
650,81,0.00998234,1
651,81,0.00998234,1
652,81,0.00998234,1
653,81,0.00998234,1
654,81,0.00998234,1
655,81,0.00998234,1
656,81,0.00998234,1
657,81,0.00998234,1
658,81,0.00998234,1
659,81,0.00998234,1
660,81,0.00998234,1
661,81,0.00998234,1
662,81,0.00998234,1
663,81,0.00998234,1
664,81,0.00998234,1
665,81,0.00998234,1
666,81,0.00998234,1
667,81,0.00998234,1
668,81,0.00998234,1
669,81,0.00998234,1
670,81,0.00998234,1
671,81,0.00998234,1
672,81,0.00998234,1
673,31,0.00998234,1
674,81,0.00998234,1
675,81,0.00998234,1
676,81,0.00998234,1
677,81,0.00998234,1
678,81,0.00998234,1
679,81,0.00998234,1
680,81,0.00998234,1
681,29,0.00998234,1
682,81,0.00998234,1
683,81,0.00998234,1
684,81,0.00998234,1
685,81,0.00998234,1
686,81,0.00998234,1
687,31,0.00998234,1
688,75,0.00998234,1
689,81,0.00998234,1
690,81,0.00998234,1
691,81,0.00998234,1
692,81,0.00998234,1
693,81,0.00998234,1
694,81,0.00998234,1
695,81,0.00998234,1
696,81,0.00998234,1
697,81,0.00998234,1
698,81,0.00998234,1
699,81,0.00998234,1
700,81,0.00998234,1
701,81,0.00998234,1
702,81,0.00998234,1
703,81,0.00998234,1
704,81,0.00998234,1
705,81,0.00998234,1
706,79,0.00998234,1
707,81,0.00998234,1
708,79,0.00998234,1
709,81,0.00998234,1
710,81,0.00998234,1
711,81,0.00998234,1
712,81,0.00998234,1
713,81,0.00998234,1
714,81,0.00998234,1
715,81,0.00998234,1
716,81,0.00998234,1
717,81,0.00998234,1
718,81,0.00998234,1
719,81,0.00998234,1
720,81,0.00998234,1
721,81,0.00998234,1
722,79,0.00998234,1
723,81,0.00998234,1
724,81,0.00998234,1
725,81,0.00998234,1
726,81,0.00998234,1
727,81,0.00998234,1
728,81,0.00998234,1
729,81,0.00998234,1
730,81,0.00998234,1
731,81,0.00998234,1
732,81,0.00998234,1
733,81,0.00998234,1
734,81,0.00998234,1
735,81,0.00998234,1
736,81,0.00998234,1
737,81,0.00998234,1
738,81,0.00998234,1
739,81,0.00998234,1
740,81,0.00998234,1
741,79,0.00998234,1
742,81,0.00998234,1
743,81,0.00998234,1
744,81,0.00998234,1
745,81,0.00998234,1
746,81,0.00998234,1
747,81,0.00998234,1
748,81,0.00998234,1
749,31,0.00998234,1
750,81,0.00998234,1
751,31,0.00998234,1
752,81,0.00998234,1
753,81,0.00998234,1
754,81,0.00998234,1
755,31,0.00998234,1
756,81,0.00998234,1
757,81,0.00998234,1
758,81,0.00998234,1
759,81,0.00998234,1
760,81,0.00998234,1
761,81,0.00998234,1
762,81,0.00998234,1
763,79,0.00998234,1
764,81,0.00998234,1
765,81,0.00998234,1
766,81,0.00998234,1
767,81,0.00998234,1
768,81,0.00998234,1
769,81,0.00998234,1
770,81,0.00998234,1
771,31,0.00998234,1
772,81,0.00998234,1
773,81,0.00998234,1
774,81,0.00998234,1
775,81,0.00998234,1
776,81,0.00998234,1
777,81,0.00998234,1
778,31,0.00998234,1
779,81,0.00998234,1
780,81,0.00998234,1
781,81,0.00998234,1
782,79,0.00998234,1
783,81,0.00998234,1
784,81,0.00998234,1
785,81,0.00998234,1
786,81,0.00998234,1
787,81,0.00998234,1
788,81,0.00998234,1
789,81,0.00998234,1
790,31,0.00998234,1
791,81,0.00998234,1
792,81,0.00998234,1
793,81,0.00998234,1
794,81,0.00998234,1
795,81,0.00998234,1
796,81,0.00998234,1
797,81,0.00998234,1
798,81,0.00998234,1
799,31,0.00998234,1
800,81,0.00998234,1
801,81,0.00998234,1
802,81,0.00998234,1
803,81,0.00998234,1
804,81,0.00998234,1
805,81,0.00998234,1
806,29,0.00998234,1
807,79,0.00998234,1
808,81,0.00998234,1
809,81,0.00998234,1
810,81,0.00998234,1
811,31,0.00998234,1
812,81,0.00998234,1
813,81,0.00998234,1
814,81,0.00998234,1
815,81,0.00998234,1
816,81,0.00998234,1
817,81,0.00998234,1
818,81,0.00998234,1
819,81,0.00998234,1
820,81,0.00998234,1
821,81,0.00998234,1
822,81,0.00998234,1
823,81,0.00998234,1
824,81,0.00998234,1
825,81,0.00998234,1
826,81,0.00998234,1
827,31,0.00998234,1
828,31,0.00998234,1
829,81,0.00998234,1
830,81,0.00998234,1
831,81,0.00998234,1
832,81,0.00998234,1
833,81,0.00998234,1
834,81,0.00998234,1
835,81,0.00998234,1
836,81,0.00998234,1
837,79,0.00998234,1
838,81,0.00998234,1
839,79,0.00998234,1
840,81,0.00998234,1
841,81,0.00998234,1
842,81,0.00998234,1
843,81,0.00998234,1
844,81,0.00998234,1
845,81,0.00998234,1
846,81,0.00998234,1
847,81,0.00998234,1
848,31,0.00998234,1
849,81,0.00998234,1
850,81,0.00998234,1
851,81,0.00998234,1
852,81,0.00998234,1
853,81,0.00998234,1
854,81,0.00998234,1
855,81,0.00998234,1
856,81,0.00998234,1
857,31,0.00998234,1
858,81,0.00998234,1
859,81,0.00998234,1
860,81,0.00998234,1
861,81,0.00998234,1
862,81,0.00998234,1
863,31,0.00998234,1
864,81,0.00998234,1
865,31,0.00998234,1
866,81,0.00998234,1
867,81,0.00998234,1
868,81,0.00998234,1
869,81,0.00998234,1
870,81,0.00998234,1
871,81,0.00998234,1
872,81,0.00998234,1
873,81,0.00998234,1
874,81,0.00998234,1
875,81,0.00998234,1
876,79,0.00998234,1
877,81,0.00998234,1
878,81,0.00998234,1
879,81,0.00998234,1
880,81,0.00998234,1
881,81,0.00998234,1
882,81,0.00998234,1
883,81,0.00998234,1
884,81,0.00998234,1
885,81,0.00998234,1
886,81,0.00998234,1
887,81,0.00998234,1
888,81,0.00998234,1
889,81,0.00998234,1
890,81,0.00998234,1
891,81,0.00998234,1
892,81,0.00998234,1
893,81,0.00998234,1
894,81,0.00998234,1
895,31,0.00998234,1
896,81,0.00998234,1
897,31,0.00998234,1
898,81,0.00998234,1
899,81,0.00998234,1
900,81,0.00998234,1
901,81,0.00998234,1
902,81,0.00998234,1
903,81,0.00998234,1
904,81,0.00998234,1
905,31,0.00998234,1
906,81,0.00998234,1
907,81,0.00998234,1
908,81,0.00998234,1
909,81,0.00998234,1
910,81,0.00998234,1
911,31,0.00998234,1
912,81,0.00998234,1
913,81,0.00998234,1
914,31,0.00998234,1
915,81,0.00998234,1
916,81,0.00998234,1
917,81,0.00998234,1
918,81,0.00998234,1
919,81,0.00998234,1
920,81,0.00998234,1
921,79,0.00998234,1
922,81,0.00998234,1
923,81,0.00998234,1
924,81,0.00998234,1
925,81,0.00998234,1
926,81,0.00998234,1
927,81,0.00998234,1
928,81,0.00998234,1
929,81,0.00998234,1
930,81,0.00998234,1
931,81,0.00998234,1
932,81,0.00998234,1
933,81,0.00998234,1
934,81,0.00998234,1
935,81,0.00998234,1
936,81,0.00998234,1
937,81,0.00998234,1
938,81,0.00998234,1
939,31,0.00998234,1
940,81,0.00998234,1
941,81,0.00998234,1
942,81,0.00998234,1
943,81,0.00998234,1
944,81,0.00998234,1
945,81,0.00998234,1
946,81,0.00998234,1
947,81,0.00998234,1
948,79,0.00998234,1
949,81,0.00998234,1
950,81,0.00998234,1
951,31,0.00998234,1
952,79,0.00998234,1
953,81,0.00998234,1
954,81,0.00998234,1
955,77,0.00998234,1
956,81,0.00998234,1
957,81,0.00998234,1
958,81,0.00998234,1
959,81,0.00998234,1
960,81,0.00998234,1
961,81,0.00998234,1
962,81,0.00998234,1
963,81,0.00998234,1
964,81,0.00998234,1
965,81,0.00998234,1
966,81,0.00998234,1
967,81,0.00998234,1
968,81,0.00998234,1
969,81,0.00998234,1
970,81,0.00998234,1
971,81,0.00998234,1
972,81,0.00998234,1
973,81,0.00998234,1
974,81,0.00998234,1
975,81,0.00998234,1
976,81,0.00998234,1
977,31,0.00998234,1
978,81,0.00998234,1
979,81,0.00998234,1
980,81,0.00998234,1
981,31,0.00998234,1
982,81,0.00998234,1
983,81,0.00998234,1
984,81,0.00998234,1
985,79,0.00998234,1
986,81,0.00998234,1
987,81,0.00998234,1
988,81,0.00998234,1
989,81,0.00998234,1
990,81,0.00998234,1
991,81,0.00998234,1
992,81,0.00998234,1
993,81,0.00998234,1
994,81,0.00998234,1
995,81,0.00998234,1
996,81,0.00998234,1
997,81,0.00998234,1
998,81,0.00998234,1
999,81,0.00998234,1
